Authors,Title,Journal/Booktitle,Volume/Pages,DOI,Type
"Tim Menzies, Sam Waugh",Lower Bounds on the Size of Test Data Sets.,EUROVAV,1998: ,https://ceur-ws.org/Vol-16/01-menzies.pdf,inproceedings
"Tim Menzies, Sam Waugh",On the Practicality of Viewpoint-Based Requirements Engineering.,PRICAI,1998: 110-121,https://doi.org/10.1007/BFb0095262,inproceedings
"Tim Menzies, Paul Compton","Applications of abduction: hypothesis testing of neuroendocrinological
                qualitative compartmental models.",Artif. Intell. Medicine,10(1997): 145-175,https://doi.org/10.1016/S0933-3657(97)00391-6,article
Tim Menzies,Object-Oriented Patterns: Lessons from Expert Systems.,Softw. Pract. Exp.,27(1997): 1457-1478,https://doi.org/10.1002/(SICI)1097-024X(199712)27:12<1457::AID-SPE140>3.0.CO;2-9,article
"Sam Waugh, Tim Menzies, Simon Goss",Evaluating a Qualitative Reasoner.,Australian Joint Conference on Artificial Intelligence,1997: 505-514,https://doi.org/10.1007/3-540-63797-4_104,inproceedings
"Tim Menzies, Robert F. Cohen",A Graph Theoretic Optimisation of Temporal Abductive Validation.,EUROVAV,1997: 55-68,,inproceedings
Tim Menzies,Applications of abduction: knowledge-level modelling.,Int. J. Hum. Comput. Stud.,45(1996): 305-335,https://doi.org/10.1006/ijhc.1996.0054,article
Tim Menzies,On the Practicality of Abductive Validation.,ECAI,1996: 23-27,,inproceedings
Tim Menzies,"Visual Programming, Knowledge Engineering, and Software Engineering.",SEKE,1996: 506-513,,inproceedings
"Philip Haynes, Tim Menzies","""C++ is Better Than Smalltalk""??",TOOLS (12/9),1993: 75-82,,inproceedings
"Tim Menzies, Richard Spurrett","How to Edit ""It""; or: A ""Black-box"" Constraint-Based Framework for
                User-Interaction with Arbitrary Structures.",TOOLS (12/9),1993: 213-224,,inproceedings
"Tim Menzies, Julian M. Edwards, Kekwee Ng",The Mysterious Case of the Missing Reusable Class Libraries.,TOOLS (12/9),1993: 421-427,,inproceedings
Tim Menzies,Is-a Object Part-of Knowledge Representation (Part 2).,TOOLS (6),1992: 213-223,,inproceedings
Tim Menzies,An Investigation of AI and Expert Systems Literature: 1980-1984.,AI Mag.,10(1989): 53-61,https://doi.org/10.1609/aimag.v10i2.744,article
"Tim Menzies, M. Dean, J. L. Black, J. F. Fleming","Combining Heuristics and Simulation Models: An Expert System for the Optimal
                Management of Pigs.",Australian Joint Conference on Artificial Intelligence,1988: 48-61,https://doi.org/10.1007/3-540-52062-7_70,inproceedings
